Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
1,1,1985-10-26,38-193,LAL,@,SAS,W (+5),1,39:00,7,15,.467,0,0,,6,6,1.000,0,7,7,7,1,2,3,5,20,16.7\
2,2,1985-10-29,38-196,LAL,@,DAL,W (+18),1,28:00,9,16,.563,0,0,,2,3,.667,0,9,9,3,0,0,2,3,20,13.6\
3,3,1985-10-31,38-198,LAL,@,PHO,W (+37),1,19:00,6,11,.545,0,0,,2,4,.500,2,3,5,0,0,3,3,4,14,7.7\
4,4,1985-11-02,38-200,LAL,@,GSW,W (+4),1,33:00,14,19,.737,0,0,,3,4,.750,2,5,7,3,1,0,3,5,31,23.9\
5,5,1985-11-05,38-203,LAL,,CLE,L (-18),1,30:00,7,18,.389,0,0,,3,4,.750,2,2,4,2,0,1,1,1,17,9.5\
6,6,1985-11-07,38-205,LAL,@,UTA,W (+10),1,35:00,8,13,.615,0,0,,9,13,.692,3,3,6,8,0,1,3,2,25,23.0\
7,7,1985-11-08,38-206,LAL,,DEN,W (+29),1,28:00,5,15,.333,0,0,,4,6,.667,2,4,6,5,0,2,4,2,14,7.4\
8,8,1985-11-12,38-210,LAL,,UTA,W (+9),1,30:00,10,17,.588,0,0,,5,7,.714,1,3,4,5,0,2,1,5,25,19.8\
9,9,1985-11-14,38-212,LAL,,POR,W (+12),1,34:00,7,22,.318,0,0,,6,7,.857,2,7,9,2,1,1,3,3,20,9.4\
10,10,1985-11-15,38-213,LAL,@,LAC,W (+31),1,24:00,4,8,.500,0,0,,2,2,1.000,0,3,3,3,0,1,3,3,10,5.5\
11,11,1985-11-17,38-215,LAL,,NJN,W (+19),1,27:00,6,8,.750,0,0,,3,3,1.000,0,3,3,7,0,2,3,2,15,15.2\
12,12,1985-11-20,38-218,LAL,,LAC,W (+15),1,30:00,8,14,.571,0,0,,3,4,.750,1,1,2,3,0,2,2,3,19,13.3\
13,13,1985-11-21,38-219,LAL,@,DEN,L (-1),1,36:00,15,26,.577,0,0,,2,3,.667,2,8,10,4,0,1,3,0,32,23.7\
14,14,1985-11-23,38-221,LAL,@,POR,W (+17),1,18:00,7,11,.636,0,0,,3,3,1.000,0,3,3,1,0,0,0,4,17,12.1\
15,15,1985-11-24,38-222,LAL,,SAS,W (+16),1,32:00,7,12,.583,0,0,,4,4,1.000,1,4,5,4,1,2,0,3,18,18.3\
16,16,1985-11-29,38-227,LAL,,SEA,W (+1),1,36:00,12,19,.632,0,0,,7,10,.700,2,4,6,3,0,0,6,2,31,19.2\
17,17,1985-12-01,38-229,LAL,,CHI,W (+4),1,37:00,11,23,.478,0,0,,5,6,.833,2,5,7,4,0,1,2,2,27,18.5\
18,18,1985-12-04,38-232,LAL,@,UTA,W (+4),1,39:00,5,19,.263,0,0,,10,15,.667,1,3,4,4,0,1,4,5,20,5.8\
19,19,1985-12-06,38-234,LAL,,HOU,W (+8),1,39:00,17,26,.654,0,0,,1,3,.333,4,3,7,2,0,1,4,3,35,23.4\
20,20,1985-12-08,38-236,LAL,,DAL,W (+6),1,39:00,8,17,.471,0,0,,0,0,,1,4,5,6,1,1,2,3,16,11.9\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
21,21,1985-12-12,38-240,LAL,,PHO,W (+25),1,31:00,11,11,1.000,0,0,,2,4,.500,1,4,5,3,2,2,1,3,24,25.1\
22,22,1985-12-13,38-241,LAL,@,DEN,L (-4),1,40:00,10,23,.435,0,0,,4,7,.571,2,6,8,7,1,2,3,2,24,17.4\
23,23,1985-12-15,38-243,LAL,,DET,W (+13),1,27:00,7,11,.636,0,0,,4,4,1.000,1,3,4,2,1,2,2,3,18,15.3\
24,24,1985-12-17,38-245,LAL,@,NYK,W (+6),1,33:00,10,17,.588,0,0,,6,7,.857,2,6,8,4,1,2,5,5,26,19.1\
25,25,1985-12-18,38-246,LAL,@,MIL,W (+2),1,37:00,12,24,.500,0,0,,7,9,.778,3,4,7,2,1,2,5,2,31,19.5\
26,26,1985-12-20,38-248,LAL,@,CLE,W (+12),1,31:00,12,16,.750,0,0,,5,5,1.000,2,7,9,4,1,1,2,0,29,28.6\
27,27,1985-12-21,38-249,LAL,@,WSB,W (+12),1,37:00,13,25,.520,0,0,,3,4,.750,2,6,8,4,0,3,1,1,29,23.0\
28,28,1985-12-26,38-254,LAL,@,SAS,L (-18),1,35:00,10,19,.526,0,0,,4,4,1.000,1,4,5,2,3,1,2,4,24,18.1\
29,29,1985-12-28,38-256,LAL,@,SAC,W (+22),1,28:00,10,13,.769,0,0,,0,0,,0,5,5,1,2,2,0,2,20,19.7\
30,30,1985-12-29,38-257,LAL,,GSW,L (-8),1,30:00,10,10,1.000,0,0,,2,2,1.000,2,5,7,1,1,0,4,5,22,17.6\
31,31,1986-01-03,38-262,LAL,,UTA,W (+9),1,36:00,9,12,.750,0,0,,7,9,.778,2,5,7,6,2,5,4,5,25,26.0\
32,32,1986-01-05,38-264,LAL,,WSB,W (+30),1,27:00,5,9,.556,0,0,,2,2,1.000,1,3,4,3,0,1,2,1,12,9.7\
33,33,1986-01-08,38-267,LAL,,POR,W (+4),1,26:00,7,14,.500,0,0,,0,1,.000,2,5,7,0,1,1,1,4,14,8.6\
34,34,1986-01-10,38-269,LAL,,IND,W (+22),1,33:00,12,21,.571,0,1,.000,7,8,.875,3,5,8,2,1,3,3,1,31,25.4\
35,35,1986-01-11,38-270,LAL,@,SEA,L (-6),1,36:00,10,21,.476,0,0,,2,3,.667,1,4,5,2,0,0,3,2,22,10.4\
36,36,1986-01-14,38-273,LAL,,PHO,W (+21),1,28:00,8,14,.571,0,0,,3,5,.600,0,5,5,6,1,5,0,2,19,21.0\
37,37,1986-01-16,38-275,LAL,,LAC,W (+16),1,35:00,10,16,.625,0,0,,6,8,.750,3,4,7,5,0,2,3,2,26,22.4\
38,38,1986-01-19,38-278,LAL,@,DET,L (-3),1,39:00,17,26,.654,0,0,,4,5,.800,1,4,5,3,0,1,2,1,38,28.5\
39,39,1986-01-20,38-279,LAL,@,CHI,W (+15),1,31:00,9,17,.529,0,0,,9,10,.900,1,2,3,1,1,0,3,5,27,16.3\
40,40,1986-01-22,38-281,LAL,@,BOS,L (-15),1,31:00,6,20,.300,0,0,,5,6,.833,4,4,8,1,0,2,3,2,17,7.3\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
41,41,1986-01-24,38-283,LAL,@,LAC,L (-11),1,36:00,11,18,.611,0,0,,3,3,1.000,0,7,7,5,0,3,1,4,25,21.9\
42,42,1986-01-25,38-284,LAL,,DEN,L (-12),1,34:00,8,16,.500,0,0,,10,12,.833,2,2,4,9,0,3,4,4,26,22.0\
43,43,1986-01-28,38-287,LAL,,MIL,W (+10),1,37:00,13,17,.765,0,0,,6,7,.857,0,2,2,4,3,2,4,4,32,27.1\
44,44,1986-01-30,38-289,LAL,@,POR,W (+24),1,35:00,11,22,.500,0,0,,3,3,1.000,3,6,9,0,4,3,4,4,25,18.4\
45,45,1986-01-31,38-290,LAL,,PHI,W (+34),1,24:00,6,12,.500,0,0,,1,1,1.000,2,2,4,4,1,0,1,4,13,10.2\
46,46,1986-02-02,38-292,LAL,,NYK,L (-7),1,40:00,15,22,.682,0,0,,10,10,1.000,1,2,3,4,1,6,1,3,40,37.7\
47,47,1986-02-04,38-294,LAL,,DAL,W (+8),1,37:00,9,16,.563,0,0,,3,4,.750,2,5,7,8,1,0,4,1,21,18.1\
48,48,1986-02-06,38-296,LAL,@,HOU,W (+22),1,37:00,21,30,.700,0,0,,4,4,1.000,2,9,11,4,0,0,6,3,46,33.1\
49,49,1986-02-11,38-301,LAL,@,GSW,L (-24),1,25:00,8,11,.727,0,0,,4,6,.667,2,0,2,2,2,0,0,4,20,17.9\
50,50,1986-02-12,38-302,LAL,@,PHO,W (+26),1,29:00,8,13,.615,0,0,,8,11,.727,1,6,7,4,0,2,1,3,24,21.4\
51,51,1986-02-14,38-304,LAL,,ATL,W (+24),1,24:00,10,13,.769,0,0,,5,5,1.000,2,3,5,6,0,0,3,4,25,21.8\
52,52,1986-02-16,38-306,LAL,,BOS,L (-6),1,38:00,7,17,.412,0,0,,9,11,.818,2,7,9,2,1,0,3,2,23,15.2\
53,53,1986-02-19,38-309,LAL,@,IND,W (+9),1,36:00,9,17,.529,0,0,,3,6,.500,1,7,8,3,0,4,5,4,21,12.6\
54,54,1986-02-21,38-311,LAL,@,NJN,L (-15),1,41:00,13,28,.464,0,0,,2,4,.500,0,6,6,3,0,1,3,2,28,13.6\
55,55,1986-02-23,38-313,LAL,@,PHI,W (+6),1,44:00,12,22,.545,0,0,,4,5,.800,2,3,5,3,3,7,3,5,28,24.3\
56,56,1986-02-24,38-314,LAL,@,ATL,L (-9),1,36:00,9,20,.450,0,0,,4,8,.500,5,7,12,2,2,0,1,2,22,17.2\
57,57,1986-02-26,38-316,LAL,@,DAL,W (+3),1,36:00,10,13,.769,0,0,,5,6,.833,0,5,5,6,2,0,3,3,25,23.0\
58,58,1986-02-28,38-318,LAL,,PHO,W (+12),1,36:00,10,18,.556,0,0,,5,5,1.000,4,3,7,4,3,2,5,5,25,20.3\
59,59,1986-03-03,38-321,LAL,,GSW,W (+10),1,31:00,13,21,.619,0,0,,8,10,.800,0,8,8,1,1,2,2,4,34,25.6\
60,60,1986-03-05,38-323,LAL,,UTA,W (+46),1,29:00,7,10,.700,0,0,,3,4,.750,1,6,7,5,1,2,1,2,17,19.0\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
61,61,1986-03-06,38-324,LAL,@,GSW,W (+1),1,37:00,9,22,.409,0,0,,6,8,.750,1,3,4,2,1,1,2,4,24,12.5\
62,62,1986-03-08,38-326,LAL,,SAC,W (+1),1,34:00,9,18,.500,0,0,,3,6,.500,6,4,10,4,0,1,2,6,21,15.3\
63,63,1986-03-09,38-327,LAL,@,SEA,W (+2),1,36:00,8,14,.571,0,0,,4,6,.667,1,1,2,7,0,2,1,3,20,17.7\
64,64,1986-03-11,38-329,LAL,,LAC,W (+21),1,26:00,8,13,.615,0,0,,3,4,.750,2,6,8,1,3,0,3,4,19,15.0\
65,65,1986-03-13,38-331,LAL,,SEA,W (+13),1,37:00,10,16,.625,0,0,,0,0,,1,6,7,5,1,1,2,4,20,16.9\
66,66,1986-03-16,38-334,LAL,,HOU,W (+5),1,40:00,16,24,.667,0,0,,11,16,.688,3,4,7,3,2,1,4,4,43,33.1\
67,67,1986-03-18,38-336,LAL,,POR,W (+6),1,32:00,4,9,.444,0,0,,5,6,.833,2,4,6,8,0,2,4,6,13,11.1\
68,68,1986-03-19,38-337,LAL,@,LAC,L (-1),1,37:00,16,22,.727,0,0,,2,2,1.000,1,4,5,8,2,3,1,4,34,34.0\
69,69,1986-03-21,38-339,LAL,@,SAS,W (+8),1,36:00,11,28,.393,0,1,.000,4,4,1.000,4,4,8,1,0,2,3,4,26,12.3\
70,70,1986-03-22,38-340,LAL,@,SAC,W (+2),1,38:00,9,18,.500,0,0,,2,3,.667,1,5,6,4,2,1,2,3,20,15.1\
71,71,1986-03-24,38-342,LAL,,SAS,W (+22),1,28:00,7,11,.636,0,0,,6,8,.750,0,2,2,4,2,1,1,4,20,17.8\
72,72,1986-03-25,38-343,LAL,@,DEN,W (+6),1,40:00,9,17,.529,0,0,,6,10,.600,3,4,7,1,0,2,5,4,24,12.9\
73,73,1986-03-29,38-347,LAL,@,SEA,L (-1),1,37:00,8,17,.471,0,0,,2,2,1.000,1,3,4,0,0,0,2,2,18,8.1\
74,74,1986-03-30,38-348,LAL,,GSW,W (+7),1,35:00,7,13,.538,0,0,,2,3,.667,2,8,10,2,0,2,3,2,16,12.1\
75,75,1986-04-01,38-350,LAL,,SEA,W (+5),1,37:00,10,18,.556,0,0,,5,7,.714,3,4,7,3,1,2,3,1,25,20.0\
76,76,1986-04-03,38-352,LAL,,SAC,W (+30),1,23:00,6,8,.750,0,0,,0,2,.000,1,3,4,2,0,2,1,3,12,10.2\
77,77,1986-04-06,38-355,LAL,@,HOU,L (-6),1,38:00,7,12,.583,0,0,,4,6,.667,2,5,7,1,1,3,3,2,18,14.5\
78,78,1986-04-08,38-357,LAL,@,POR,W (+6),1,33:00,10,15,.667,0,0,,6,8,.750,0,4,4,4,1,4,3,4,26,21.9\
79,79,1986-04-10,38-359,LAL,,HOU,W (+4),1,36:00,10,19,.526,0,0,,3,3,1.000,5,1,6,6,2,2,2,5,23,21.1\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
1,1,1986-11-01,39-199,LAL,@,HOU,L (-10),1,40:00,13,22,.591,0,0,,1,2,.500,2,2,4,4,0,0,1,2,27,19.4\
2,2,1986-11-04,39-202,LAL,@,SEA,W (+14),1,37:00,6,10,.600,0,0,,5,10,.500,3,4,7,4,1,0,8,4,17,7.9\
3,3,1986-11-07,39-205,LAL,,DEN,W (+22),1,30:00,5,8,.625,0,0,,5,8,.625,1,8,9,2,1,3,4,1,15,13.4\
4,4,1986-11-09,39-207,LAL,,NYK,W (+23),1,28:00,7,10,.700,0,0,,1,2,.500,0,6,6,2,2,0,3,3,15,11.4\
5,5,1986-11-12,39-210,LAL,,SEA,W (+25),1,26:00,11,16,.688,0,0,,3,4,.750,4,4,8,0,0,1,1,4,25,19.9\
6,6,1986-11-16,39-214,LAL,,SAC,W (+2),1,39:00,4,6,.667,0,0,,4,4,1.000,1,4,5,5,0,4,5,3,12,11.4\
7,7,1986-11-18,39-216,LAL,@,DAL,W (+4),1,38:00,9,14,.643,0,0,,1,2,.500,4,6,10,5,1,0,2,0,19,19.5\
8,8,1986-11-19,39-217,LAL,@,SAS,W (+9),1,32:00,6,13,.462,0,0,,4,9,.444,5,6,11,6,1,0,3,4,16,13.2\
9,9,1986-11-21,39-219,LAL,,NJN,W (+16),1,22:00,5,9,.556,0,0,,2,2,1.000,1,9,10,4,1,1,0,3,12,14.4\
10,10,1986-11-23,39-221,LAL,,MIL,W (+10),1,34:00,8,13,.615,0,0,,5,6,.833,1,3,4,6,1,1,3,3,21,18.0\
11,11,1986-11-25,39-223,LAL,,ATL,L (-6),1,38:00,6,14,.429,0,0,,4,4,1.000,1,5,6,8,1,0,2,4,16,13.8\
12,12,1986-11-26,39-224,LAL,@,LAC,W (+34),1,23:00,8,8,1.000,0,0,,2,3,.667,0,4,4,4,1,2,2,4,18,18.0\
13,13,1986-11-28,39-226,LAL,,CHI,W (+7),1,34:00,5,11,.455,0,0,,2,2,1.000,1,7,8,2,0,1,3,4,12,6.6\
14,14,1986-11-30,39-228,LAL,,LAC,W (+22),1,32:00,9,13,.692,0,0,,4,5,.800,2,4,6,4,1,1,2,2,22,20.4\
15,15,1986-12-04,39-232,LAL,@,GSW,L (-10),1,37:00,5,5,1.000,0,0,,7,11,.636,2,5,7,2,0,1,6,3,17,11.7\
16,16,1986-12-05,39-233,LAL,,DAL,W (+8),1,37:00,6,11,.545,0,0,,2,2,1.000,1,7,8,7,0,1,3,4,14,12.5\
17,17,1986-12-07,39-235,LAL,,GSW,W (+32),1,26:00,6,9,.667,0,1,.000,3,5,.600,2,3,5,5,1,2,2,3,15,15.3\
18,18,1986-12-09,39-237,LAL,@,NYK,W (+26),1,32:00,8,14,.571,0,0,,4,6,.667,1,7,8,2,1,1,5,4,20,11.9\
19,19,1986-12-10,39-238,LAL,@,MIL,L (-23),1,33:00,4,15,.267,0,0,,2,6,.333,3,1,4,5,1,2,3,2,10,4.0\
20,20,1986-12-12,39-240,LAL,@,BOS,W (+7),1,26:00,11,16,.688,0,0,,4,4,1.000,1,3,4,5,0,1,0,4,26,23.4\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
21,21,1986-12-13,39-241,LAL,@,DET,L (-5),1,38:00,7,12,.583,0,0,,4,4,1.000,3,8,11,3,0,1,0,2,18,18.9\
22,22,1986-12-16,39-244,LAL,@,CLE,W (+5),1,35:00,10,17,.588,0,0,,5,7,.714,2,4,6,2,1,1,4,1,25,17.6\
23,23,1986-12-18,39-246,LAL,,POR,W (+16),1,30:00,7,11,.636,0,0,,4,5,.800,1,13,14,3,1,0,2,6,18,16.0\
24,24,1986-12-26,39-254,LAL,,HOU,W (+23),1,32:00,7,13,.538,0,0,,5,6,.833,1,4,5,2,1,3,4,3,19,13.5\
25,25,1986-12-28,39-256,LAL,,PHI,W (+26),1,30:00,7,9,.778,0,0,,2,2,1.000,2,7,9,4,2,3,1,2,16,21.1\
26,26,1987-01-01,39-260,LAL,@,POR,W (+36),1,28:00,8,10,.800,0,0,,3,4,.750,0,5,5,0,0,1,2,2,19,14.2\
27,27,1987-01-02,39-261,LAL,,PHO,W (+37),1,16:00,6,8,.750,0,0,,3,3,1.000,2,2,4,2,0,0,2,3,15,12.0\
28,28,1987-01-04,39-263,LAL,,UTA,W (+8),1,38:00,8,17,.471,0,0,,5,9,.556,1,4,5,5,1,0,1,3,21,14.9\
29,29,1987-01-07,39-266,LAL,,DEN,W (+38),1,23:00,5,10,.500,0,0,,4,5,.800,1,8,9,2,0,1,0,3,14,12.6\
30,30,1987-01-08,39-267,LAL,@,UTA,L (-6),1,35:00,6,12,.500,0,0,,3,5,.600,3,7,10,1,0,1,4,4,15,8.2\
31,31,1987-01-10,39-269,LAL,@,GSW,L (-15),1,38:00,9,15,.600,0,0,,4,6,.667,2,2,4,2,1,1,2,3,22,16.2\
32,32,1987-01-11,39-270,LAL,,SAS,W (+2),1,35:00,7,12,.583,0,0,,4,6,.667,1,3,4,3,0,2,6,3,18,9.5\
33,33,1987-01-15,39-274,LAL,,GSW,W (+20),1,26:00,6,9,.667,0,0,,1,3,.333,1,6,7,0,1,2,4,4,13,7.6\
34,34,1987-01-18,39-277,LAL,@,WSB,W (+14),1,30:00,6,13,.462,0,0,,3,5,.600,3,3,6,2,0,1,2,4,15,9.0\
35,35,1987-01-19,39-278,LAL,@,NJN,W (+11),1,35:00,10,15,.667,0,0,,0,0,,1,0,1,7,1,1,4,3,20,15.6\
36,36,1987-01-21,39-280,LAL,@,ATL,W (+3),1,34:00,10,14,.714,0,0,,6,8,.750,3,4,7,3,0,1,0,4,26,23.9\
37,37,1987-01-22,39-281,LAL,@,IND,W (+10),1,36:00,8,19,.421,0,0,,4,4,1.000,2,4,6,1,2,4,2,4,20,14.4\
38,38,1987-01-24,39-283,LAL,@,DAL,L (-15),1,38:00,11,13,.846,0,0,,2,4,.500,1,6,7,1,0,0,1,5,24,18.7\
39,39,1987-01-27,39-286,LAL,,POR,W (+7),1,43:00,9,12,.750,0,0,,2,3,.667,3,7,10,5,1,1,4,3,20,19.0\
40,40,1987-01-28,39-287,LAL,@,SEA,L (-24),1,24:00,6,15,.400,0,0,,6,6,1.000,6,5,11,0,1,0,5,4,18,10.0\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
41,41,1987-01-30,39-289,LAL,@,PHO,W (+12),1,33:00,10,16,.625,0,0,,3,6,.500,4,5,9,1,0,2,0,5,23,19.0\
42,42,1987-02-02,39-292,LAL,,DAL,L (-4),1,38:00,8,15,.533,0,0,,3,4,.750,3,4,7,5,2,1,3,3,19,16.6\
43,43,1987-02-04,39-294,LAL,,SAC,W (+36),1,23:00,4,9,.444,0,0,,4,6,.667,1,4,5,1,0,2,0,3,12,9.3\
44,44,1987-02-05,39-295,LAL,@,POR,L (-1),1,28:00,7,11,.636,0,0,,5,6,.833,1,3,4,1,0,3,4,6,19,11.7\
45,45,1987-02-10,39-300,LAL,@,SAC,W (+16),1,29:00,4,14,.286,0,0,,5,6,.833,0,8,8,1,0,0,2,3,13,4.3\
46,46,1987-02-13,39-303,LAL,,IND,W (+5),1,38:00,6,12,.500,0,0,,2,5,.400,2,6,8,4,0,4,1,2,14,13.8\
47,47,1987-02-15,39-305,LAL,,BOS,W (+3),1,37:00,4,11,.364,0,0,,2,2,1.000,3,3,6,3,1,1,4,3,10,5.5\
48,48,1987-02-17,39-307,LAL,,WSB,L (-15),1,35:00,6,13,.462,0,1,.000,5,6,.833,2,4,6,3,0,1,4,5,17,9.3\
49,49,1987-02-18,39-308,LAL,@,DEN,W (+6),1,35:00,10,20,.500,0,0,,5,8,.625,1,10,11,1,1,1,3,5,25,14.9\
50,50,1987-02-20,39-310,LAL,@,CHI,W (+10),1,31:00,7,12,.583,0,0,,3,4,.750,1,6,7,1,0,1,3,4,17,10.3\
51,51,1987-02-22,39-312,LAL,@,PHI,W (+2),1,38:00,9,20,.450,0,0,,0,0,,3,4,7,4,1,2,2,3,18,12.9\
52,52,1987-02-24,39-314,LAL,@,PHO,W (+4),1,34:00,8,18,.444,1,1,1.000,2,4,.500,5,4,9,3,0,2,2,3,19,13.8\
53,53,1987-02-25,39-315,LAL,,PHO,W (+8),1,36:00,11,20,.550,0,0,,4,4,1.000,5,4,9,4,2,0,1,2,26,24.1\
54,54,1987-02-27,39-317,LAL,,GSW,W (+12),1,35:00,14,16,.875,0,0,,2,4,.500,3,5,8,2,0,0,3,2,30,24.8\
55,55,1987-02-28,39-318,LAL,@,UTA,L (-7),1,31:00,3,13,.231,0,0,,6,8,.750,1,6,7,1,0,1,4,1,12,2.8\
56,56,1987-03-03,39-321,LAL,@,GSW,W (+5),1,32:00,7,10,.700,0,0,,1,1,1.000,2,9,11,0,1,0,5,4,15,9.3\
57,57,1987-03-04,39-322,LAL,,SEA,W (+14),1,30:00,11,14,.786,0,0,,4,4,1.000,2,2,4,2,1,3,1,2,26,25.3\
58,58,1987-03-07,39-325,LAL,,CLE,W (+4),1,35:00,7,11,.636,0,0,,4,5,.800,2,3,5,1,1,2,1,5,18,15.1\
59,59,1987-03-09,39-327,LAL,@,LAC,W (+22),1,24:00,4,10,.400,0,0,,2,2,1.000,0,7,7,3,0,0,1,5,10,5.8\
60,60,1987-03-10,39-328,LAL,,DEN,W (+36),1,27:00,8,12,.667,0,0,,6,6,1.000,3,4,7,1,0,1,1,1,22,20.1\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
61,61,1987-03-12,39-330,LAL,,POR,W (+9),1,26:00,7,12,.583,0,0,,0,0,,0,3,3,2,3,1,1,3,14,12.2\
62,62,1987-03-15,39-333,LAL,,LAC,W (+14),1,24:00,8,9,.889,0,0,,1,2,.500,1,4,5,2,0,1,2,2,17,14.7\
63,63,1987-03-18,39-336,LAL,,UTA,W (+14),1,33:00,5,11,.455,0,0,,2,4,.500,0,4,4,2,0,2,1,3,12,7.3\
64,64,1987-03-20,39-338,LAL,,SAS,W (+32),1,25:00,7,13,.538,0,0,,0,1,.000,2,3,5,2,1,1,2,2,14,9.9\
65,65,1987-03-22,39-340,LAL,,SAC,W (+8),1,27:00,7,18,.389,0,0,,1,3,.333,5,4,9,2,0,1,3,5,15,6.2\
66,66,1987-03-24,39-342,LAL,@,PHO,L (-15),1,34:00,6,16,.375,0,0,,4,7,.571,1,0,1,1,0,0,2,3,16,4.2\
67,67,1987-03-26,39-344,LAL,,DET,W (+17),1,30:00,9,16,.563,0,0,,4,4,1.000,1,6,7,3,1,0,1,4,22,17.4\
68,68,1987-03-28,39-346,LAL,@,HOU,W (+14),1,29:00,6,10,.600,0,0,,1,2,.500,4,8,12,1,2,3,1,2,13,16.2\
69,69,1987-03-31,39-349,LAL,,HOU,W (+15),1,23:00,6,10,.600,0,0,,4,4,1.000,1,4,5,0,1,1,4,4,16,9.4\
70,70,1987-04-02,39-351,LAL,@,SEA,W (+3),1,32:00,5,15,.333,0,0,,0,0,,4,6,10,2,0,1,4,0,10,4.2\
71,71,1987-04-03,39-352,LAL,@,POR,W (+6),1,29:00,6,10,.600,0,0,,9,9,1.000,1,1,2,1,0,2,1,5,21,16.5\
72,72,1987-04-05,39-354,LAL,@,DEN,W (+8),1,28:00,6,14,.429,0,0,,3,6,.500,2,5,7,1,0,1,1,5,15,7.7\
73,73,1987-04-06,39-355,LAL,,LAC,W (+23),1,22:00,5,10,.500,0,0,,5,7,.714,3,3,6,1,0,1,2,0,15,11.6\
74,74,1987-04-09,39-358,LAL,@,LAC,W (+18),1,25:00,8,12,.667,0,0,,1,1,1.000,1,5,6,1,0,1,3,2,17,11.6\
75,75,1987-04-10,39-359,LAL,,SAS,W (+10),1,33:00,8,14,.571,0,0,,1,2,.500,1,1,2,3,1,3,0,4,17,14.6\
76,76,1987-04-12,39-361,LAL,,PHO,W (+15),1,29:00,7,14,.500,0,0,,0,0,,1,4,5,2,1,2,1,3,14,10.5\
77,77,1987-04-16,40-000,LAL,@,UTA,W (+13),1,36:00,5,9,.556,0,0,,5,6,.833,4,6,10,5,2,2,2,3,15,18.6\
78,78,1987-04-17,40-001,LAL,@,SAS,L (-12),1,19:00,6,10,.600,0,0,,1,2,.500,1,3,4,0,0,1,2,1,13,7.9\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
1,1,1987-11-06,40-204,LAL,,SEA,W (+4),1,38:00,6,9,.667,0,0,,4,4,1.000,0,7,7,1,0,1,4,1,16,11.2\
2,2,1987-11-08,40-206,LAL,,HOU,W (+9),1,28:00,3,9,.333,0,0,,5,6,.833,0,2,2,0,1,2,2,5,11,4.5\
3,3,1987-11-10,40-208,LAL,@,SAS,W (+9),1,33:00,7,14,.500,0,0,,4,4,1.000,2,4,6,4,2,1,1,4,18,16.5\
4,4,1987-11-12,40-210,LAL,,LAC,W (+29),1,27:00,5,9,.556,0,0,,3,5,.600,3,7,10,1,0,1,1,0,13,12.5\
5,5,1987-11-14,40-212,LAL,@,GSW,W (+8),1,30:00,5,8,.625,0,0,,3,4,.750,1,5,6,3,0,1,1,1,13,12.6\
6,6,1987-11-15,40-213,LAL,,SAS,W (+17),1,26:00,7,13,.538,0,0,,5,5,1.000,1,3,4,3,0,3,1,2,19,16.7\
7,7,1987-11-17,40-215,LAL,,POR,W (+27),1,18:00,5,6,.833,0,0,,2,4,.500,0,3,3,1,0,1,2,3,12,8.1\
8,8,1987-11-20,40-218,LAL,,DAL,W (+3),1,33:00,6,8,.750,0,0,,0,2,.000,2,7,9,3,1,1,2,2,12,12.5\
9,9,1987-11-22,40-220,LAL,,MIL,L (-8),1,37:00,5,11,.455,0,0,,0,0,,3,4,7,3,1,3,0,2,10,12.0\
10,10,1987-11-24,40-222,LAL,@,SEA,L (-18),1,29:00,5,15,.333,0,0,,2,2,1.000,3,2,5,3,0,0,8,2,12,-0.5\
11,11,1987-11-27,40-225,LAL,,DEN,W (+8),1,32:00,11,19,.579,0,0,,4,6,.667,1,3,4,1,2,0,1,4,26,18.0\
